_id,X,Y,ObjectID,Loc_name,Status,Score,Match_type,Match_addr,User_fld,Addr_type,Side,ARC_Street,ARC_City,ARC_State,ARC_ZIP,AffidavitID,County,CDSCode,School,Street,City,State,Zip,MailingStreet,MailingCity,MailingState,MailingZip,Telephone,Email,Email2,PublicDistrict,SiteAdministratorSalutation,SiteAdministratorFirstName,SiteAdministratorLastName,SiteAdministratorTitle,SiteAdministratorEmail,SchoolType,SchoolAccommodations,LowGrade,HighGrade,KindergartenEnrollment,Grade1Enrollment,Grade2Enrollment,Grade3Enrollment,Grade4Enrollment,Grade5Enrollment,Grade6Enrollment,Grade7Enrollment,Grade8Enrollment,Grade9Enrollment,Grade10Enrollment,Grade11Enrollment,Grade12Enrollment,UngradedElementaryEnrollmnet,UngradedSecondaryEnrollment,TotalEnrollment,DiplomaOffered,Graduates2015_16,FullTimeTeachers,PartTimeTeachers,AdministrativeStaff,OtherStaff,OffersSpecialEducationServices,TaxExempt501,TaxExempt23701,TaxExempt214,TaxExempt,ReligiousClassification,ReligiousDenomination,Director_PrincipalOfficerSaluta,Director_PrincipalOfficerFirstN,Director_PrincipalOfficerLastNa,Director_PrincipalOfficerTitle,Director_PrincipalOfficerEmail,CustodianofRecordsSalutation,CustodianofRecordsFirstName,CustodianofRecordsLastName,CustodianofRecordsEmail
153,-13417753.7375578,4584985.99658617,153,parcels,M,100,A,"3710 WHITTLE RD, ANGELS CAMP, CA 95222",0,Address,,3710 Whittle Rd.,Angels Camp,CA,95222,208367,Calaveras,05615727078538,Christian Family Learning Center,3710 Whittle Rd.,Angels Camp,CA,95222,3710 Whittle Rd.,Angels Camp,CA,95222,209-736-1175,info@cflcschool.org,info@cflcschool.org,Mark Twain Union Elementary,Mr.,Lawrence,Smith,Superintendent,info@cflcschool.org,Coeducational,Day Only,K,8,9,12,8,5,4,3,8,8,4,0,0,0,0,0,0,61,No,0,10,3,1,1,No,Yes,No,No,Yes,Religious,Interdenominational,Mrs.,Julia,Curry,President,info@cflcschool.org,Mr.,Lawrence,Smith,info@cflcschool.org
154,,,154,,U,0,A,,,,,3900 Highway 4,Vallecito,CA,95251,206441,Calaveras,05615807105059,Christian Heritage Academy,3900 Highway 4,Vallecito,CA,95251,,,,,209-736-4365,dsrushdoony@gmail.com,,Bret Harte Union High,Mr.,Mark,Rushdoony,Director,mark@chalcedon.edu,Coeducational,Day Only,K,12,1,1,0,4,0,1,0,0,0,0,0,0,3,0,0,10,Yes,0,1,5,1,0,No,Yes,Yes,Yes,Yes,Religious,Interdenominational,Mrs.,Darlene,Rushdoony,Administrator,dsrushdoony@gmail.com,Mrs.,Darlene,Rushdoony,drushdoony@gmail.com
155,-13462517.2957549,4591997.64696854,155,parcels,M,100,A,"10888 N SHELTON RD, LINDEN, CA 95236",0,Address,,10888 North Shelton Road,Linden,CA,95236,195752,Calaveras,05615646142558,Door to the Cross,10888 North Shelton Road,Linden,CA,95236,,,,,209-604-7476,alk71@icloud.com,,Calaveras Unified,Mr.,Aram,Khachadourian,Principal,alk71@icloud.com,Coeducational,Day Only,1,12,0,0,0,1,0,1,0,1,0,1,0,0,2,0,0,6,Yes,0,1,0,1,0,No,No,No,No,No,Religious,Not affiliate with any denomination,Mr.,Aram,Khachadourian,Principal,,Mr.,Aram,Khachadourian,
156,-13417781.1719123,4633185.60174707,156,streets,M,86.02,A,"20668 CA 26, West Point, CA, 95255",,Address,R,20668 Highway 26,West Point,CA,95255,203682,Calaveras,05615647008691,Royal Heirs Christian Academy,20668 Highway 26,West Point,CA,95255,,,,,209-293-1216,gmi.vision@gmail.com,,Calaveras Unified,Mrs.,Gloria,Nelson,Principal,glolou74@gmail.com,Coeducational,Day Only,K,12,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,6,Yes,1,3,0,2,0,No,Yes,No,No,Yes,Religious,Not affiliate with any denomination,Dr.,James,Porteous,Executive Director,gmi.vision@gmail.com,Mrs.,Gloria,Nelson,glolou74@gmail.com
157,-13435142.9968481,4606699.0880176,157,streets,M,100,A,"640 SUNSET ST, San Andreas, CA, 95249",,Address,R,640 Sunset Street,San Andreas,CA,95249,200397,Calaveras,05615646135586,Zions Preparatory Academy / Nikola Tesla High School,640 Sunset Street,San Andreas,CA,95249,,,,,209-781-5298,teslahigh.edu@live.com,,Calaveras County Office of Education,Dr.,Ace,Elias,Headmaster,teslahigh.edu@live.com,Coeducational,Day Only,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,No,0,0,2,1,0,No,No,No,No,No,Non-religious,,Dr.,Ace,Elias,Headmaster,teslahigh.edu@live.com,Dr.,Ace,Elias,teslahigh.edu@live.com
158,-13589607.7746972,4715977.94958421,158,parcels,M,100,A,"6517 MARINE AVE, ARBUCKLE, CA 95912",0,Address,,6517 Marine Avenue,Arbuckle,CA,95912,193046,Colusa,06615986152904,Calvary Christian,6517 Marine Avenue,Arbuckle,CA,95912,,,,,530-476-2222,chriscinda@juno.com,,Pierce Joint Unified,Mrs.,Chriscinda,McCoy,Administrator,chriscinda@juno.com,Coeducational,Day Only,1,12,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,6,Yes,0,1,0,1,0,No,No,No,No,No,Religious,Not affiliate with any denomination,Mr.,Nathanael,McCoy,Principal,racemotors@juno.com,Mrs.,Chriscinda,McCoy,chriscinda@juno.com
159,-13579787.403213,4705846.13872054,159,streets,M,100,A,"3465 COUNTY ROAD 88, Dunnigan, CA, 95937",,Address,R,3465 County Road 88,Dunnigan,CA,95937,203632,Colusa,06616146150007,Liberty Academy,3465 County Road 88,Dunnigan,CA,95937,PO Box 445,Dunnigan,CA,95937,530-681-7944,wstites74@gmail.com,,Pierce Joint Unified,Mrs.,Wendy,Stites,Administrator,wstites74@gmail.com,Coeducational,Day Only,1,12,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,7,Yes,1,1,0,1,0,No,No,No,No,No,Religious,Not affiliate with any denomination,Mr.,Philip,Stites,Principal,wstites74@gmail.com,Mrs.,Wendy,Stites,wstites74@gmail.com
160,-13582690.4813929,4751060.89006308,160,streets,M,100,A,"741 WARE AVE, Colusa, CA, 95932",,Address,L,741 Ware Avenue,Colusa,CA,95932,200137,Colusa,06615986905780,Our Lady of Lourdes Parish,741 Ware Avenue,Colusa,CA,95932,,,,,530-458-8208,ourladyoflourdesschool@frontiernet.net,,Colusa Unified,Mrs.,Barbara,Genera,Administrator,bgenera@frontiernet.net,Coeducational,Day Only,K,8,6,7,7,10,10,16,11,5,12,0,0,0,0,0,0,84,No,0,5,0,1,3,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Barbara,Genera,Principal,bgenera@frontiernet.net,Mrs.,Darlene,Warner,dwarneroll@frontiernet.net
161,-13617816.1473565,4577792.27385364,161,parcels,T,87.14,A,"4138 LAKESIDE DR, SAN PABLO, CA 94806",0,Address,,4138 Lakeside Drive,Richmond,CA,94806,200088,Contra Costa,07617967100456,A Better Chance / California Autism Foundation,4138 Lakeside Drive,Richmond,CA,94806,,,,,510-262-1500,emolinier@calautism.org,,West Contra Costa Unified,Miss,Edith,Molinier,Principal,emolinier@calautism.org,Coeducational,Day Only,K,12,0,0,0,0,2,3,2,3,4,0,1,2,5,0,19,41,No,1,6,1,1,39,No,Yes,No,No,Yes,Non-religious,,Miss,Edith,Molinier,Principal,emolinier@calautism.org,Mrs.,Tera,JJohnson-Moore,tjohnsonmoore@calautism.org
162,-13574339.3161254,4582685.28402128,162,parcels,T,100,A,"68 AMADOR CT, BAY POINT, CA 94565",0,Address,,68 Amador Court,Bay Point,CA,94565,194663,Contra Costa,07617546134183,Above and Beyond Academy,68 Amador Court,Bay Point,CA,94565,,,,,925-261-1755,aboveandbeyondacademy@gmail.com,,Mt. Diablo Unified,Mrs.,Betty,Riddick,Principal,aboveandbeyondacademy@gmail.com,Coeducational,Day Only,1,12,0,3,2,8,4,4,4,6,6,2,6,6,4,0,0,55,Yes,0,1,0,2,0,No,No,No,No,No,Religious,Not affiliate with any denomination,Mr.,Will,Riddick,Administrator,joyous1serves@gmail.com,Mrs.,Betty,Riddick,joyous1serves@gmail.com
163,-13572370.4434687,4551176.46819467,163,parcels,T,100,A,"3860 BLACKHAWK RD, DANVILLE, CA 94506",0,Address,,3860 Blackhawk Road,Danville,CA,94506,207171,Contra Costa,07100746153019,Acton Academy Blackhawk,3860 Blackhawk Road,Danville,CA,94506,,,,,925-549-2610,surina.mazzola@gmail.com,,Contra Costa County Office of Education,Mrs.,Felicia,Manullang,Head of School,felicia.manullang@gmail.com,Coeducational,Day Only,K,12,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,130,Yes,0,5,2,1,1,No,No,No,No,No,Non-religious,,Mrs.,Surina,Mazzola,Other,surina.mazzola@gmail.com,Mrs.,Surina,Mazzola,surina.mazzola@gmail.com
164,-13583991.6430459,4578481.27759119,164,parcels,T,100,A,"3333 RONALD WAY, CONCORD, CA 94519",0,Address,,3333 Ronald Way,Concord,CA,94519,202195,Contra Costa,07617540112920,"Anova Center for Education, Site 2",3333 Ronald Way,Concord,CA,94519,,,,,925-687-9616,abailey@anovaeducation.org,,Mt. Diablo Unified,Ms.,Lisa,Mullis,Director,lmullis@anovaeducation.org,Coeducational,Day Only,K,12,0,1,2,1,4,7,5,8,7,8,5,10,1,0,0,59,Yes,2,6,0,1,30,Yes,Yes,No,No,Yes,Non-religious,,Mr.,Andrew,Bailey,Executive Director,abailey@anovaeducation.org,Mrs.,Stacy,Kalember,skalember@anovaeducation.org
165,-13615759.7051111,4571085.81173209,165,parcels,T,100,A,"6382 ARLINGTON BLVD, RICHMOND, CA 94805",0,Address,,6382 Arlington Boulevard,Richmond,CA,94805,201209,Contra Costa,07617967077894,Arlington Christian School,6382 Arlington Boulevard,Richmond,CA,94805,,,,,510-230-4902,principal@arlingtonchristianschool.co,,West Contra Costa Unified,Mr.,Jerry,Callaghan,Administrator,pastorcallaghan1@sbcglobal.net,Coeducational,Day Only,K,12,1,0,0,0,0,0,0,0,0,0,0,0,0,11,11,23,Yes,1,2,2,1,1,No,Yes,No,No,Yes,Religious,Baptist,Mr.,David,Callaghan,Principal,principal@arlingtonchristianschool.co,Mr.,David,Callaghan,principal@arlingtonchristianschool.co
166,-13597720.9207483,4564226.23174061,166,parcels,T,100,A,"1000 UPPER HAPPY VALLEY RD, LAFAYETTE, CA 94549",0,Address,,1000 Upper Happy Valley Road,Lafayette,CA,94549,202043,Contra Costa,07616307098544,Bentley School,1000 Upper Happy Valley Road,Lafayette,CA,94549,,,,,925-283-2101,akopelevich@bentleyschool.net,,Acalanes Union High,Ms.,Arlene,Hogan,Head of School,afhogan@bentleyschool.net,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,85,95,87,72,0,0,339,Yes,73,39,7,4,27,No,Yes,No,No,Yes,Non-religious,,Mr.,Bryan,Smith,Other,bsmith@bentleyschool.net,Mr.,Paul,Geisler,pgeisler@bentleyschool.net
167,-13584528.2330478,4567196.41730682,167,parcels,T,100,A,"245 EL DIVISADERO AVE, WALNUT CREEK, CA 94598",0,Address,,245 El Divisadero Avenue,Walnut Creek,CA,94598,195485,Contra Costa,07617546933337,Berean Christian High School,245 El Divisadero Avenue,Walnut Creek,CA,94598,,,,,925-945-6464,info@berean-eagles.org,nnoriega@berean-eagles.org,Mt. Diablo Unified,Dr.,Nelson,Noriega,Principal,nnoriega@berean-eagles.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,98,98,114,116,0,0,426,No,104,30,4,5,13,No,Yes,Yes,Yes,Yes,Religious,Baptist,Mr.,Matt,Rutledge,Other,matt@almatconstruction.com,Dr.,Nelson,Noriega,nnoriega@berean-eagles.org
168,-13614270.7982388,4576154.65043964,168,parcels,T,90.02,A,"431 RINCON RD, EL SOBRANTE, CA 94803",0,Address,,431 Rincon Lane,El Sobrante,CA,94803,198944,Contra Costa,07617966967608,Bethel Christian Academy,431 Rincon Lane,El Sobrante,CA,94803,,,,,510-223-9550,dsutton.bca@juno.com,,West Contra Costa Unified,Rev.,David,Sutton,Principal,dsutton.bca@juno.com,Coeducational,Day Only,K,12,12,14,13,9,13,5,6,5,5,4,2,1,2,0,0,91,Yes,2,3,5,1,3,No,Yes,No,No,Yes,Religious,Baptist,Rev.,Kent,Brandenburg,Superintendent,betbapt@flash.net,Mrs.,Glenia,Robles,gleniarobles@yahoo.com
169,-13613750.9938803,4579969.54988331,169,parcels,T,100,A,"1937 SAN PABLO AVE, PINOLE, CA 94564",0,Address,,1937 San Pablo Avenue,Pinole,CA,94564,191473,Contra Costa,07617966144810,Big Minds Unschool,1937 San Pablo Avenue,Pinole,CA,94564,,,,,510-964-7184,bigmindsunschool@gmail.com,,West Contra Costa Unified,Dr.,Melanie,Hayes,Director,bigmindsunschool@gmail.com,Coeducational,Day Only,1,8,0,5,2,4,2,4,6,1,0,0,0,0,0,0,0,24,No,0,7,1,2,0,No,No,No,No,No,Non-religious,,Dr.,Melanie,Hayes,Director,bigmindsunschool@gmail.com,Dr.,Melanie,Hayes,bigmindsunschool@gmail.com
170,-13576734.9762439,4544118.43470113,170,parcels,T,100,A,"12998 HAWKINS DR, SAN RAMON, CA 94583",0,Address,,12998 Hawkins Drive,San Ramon,CA,94583,206627,Contra Costa,07618046153118,Blue Dot Academy,12998 Hawkins Drive,San Ramon,CA,94583,,,,,925-866-0480,BlueDotAcademySanRamon@gmail.com,,San Ramon Valley Unified,Mrs.,Jeanne,Baker,Principal,BlueDotAcademySanRamon@gmail.com,Coeducational,Day Only,1,12,0,1,0,3,3,1,2,0,4,3,0,4,1,0,0,22,Yes,2,15,0,1,0,No,No,No,No,No,Religious,Not affiliate with any denomination,Mrs.,Jeanne,Baker,Principal,BlueDotAcademySanRamon@gmail.com,Mrs.,Jeanne,Baker,BlueDotAcademySanRamon@gmail.com
171,-13547306.3114228,4573049.60396398,171,parcels,T,100,A,"4 ALMOND ST, BRENTWOOD, CA 94513",0,Address,,4 Almond Street,Brentwood,CA,94513,203882,Contra Costa,07616556134142,Bouton-Shaw Academy,4 Almond Street,Brentwood,CA,94513,,,,,925-497-3083,none@noemail.com,,Brentwood Union Elementary,Mr.,Rodney,Kraber,Principal,none@noemail.com,Coeducational,Day Only,1,12,0,0,0,1,0,1,1,0,0,0,2,1,1,0,0,7,Yes,0,1,0,1,0,No,No,No,No,No,Religious,Not affiliate with any denomination,Mr.,Rodney,Kraber,Principal,,Mr.,Rodney,Kraber,
172,-13580635.3610664,4581595.89739362,172,streets,M,100,A,"4725 EVORA RD, Concord, CA, 94520",,Address,R,4725 Evora Road,Concord,CA,94520,193599,Contra Costa,07617546989867,Calvary Temple Christian School,4725 Evora Road,Concord,CA,94520,,,,,925-458-9870,office@ctcs1.org,,Mt. Diablo Unified,Mr.,John,Jackson,Principal,john@ctcs1.org,Coeducational,Day Only,K,8,29,24,24,21,19,20,24,27,23,0,0,0,0,0,0,211,No,0,9,5,1,2,No,Yes,Yes,Yes,Yes,Religious,Assembly of God,Mr.,John,Jackson,Principal,john@ctcs1.org,Mrs.,Karen,Freed,karen@ctcs1.org
173,-13617521.4490422,4575886.5811775,173,streets,M,92.67,A,"3120 SHANE DR, San Pablo, CA, 94806",,Address,R,3120 Shane Drive,Richmond,CA,94806,201071,Contra Costa,07617966998157,Canterbury Elementary,3120 Shane Drive,Richmond,CA,94806,,,,,510-222-5050,josteen@canterburysch.com,,West Contra Costa Unified,Mr.,John,Osteen,Director,josteen@canterburysch.com,Coeducational,Day Only,1,8,0,4,3,6,8,2,7,5,4,0,0,0,0,0,0,39,No,0,6,1,1,1,No,No,No,No,No,Non-religious,,Mr.,John,Osteen,Director,josteen@canterburysch.com,Mr.,John,Osteen,josteen@canterburysch.com
174,-13584590.0427498,4569997.95669172,174,streets,M,100,A,"1133 WINTON DR, Concord, CA, 94518",,Address,L,1133 Winton Drive,Concord,CA,94518,201052,Contra Costa,07617546933345,Carondelet High School,1133 Winton Drive,Concord,CA,94518,,,,,925-686-5353,kcushing@carondeleths.org,,Mt. Diablo Unified,Mr.,Kevin,Cushing,Principal,kcushing@carondeleths.org,Girls Only,Day Only,9,12,0,0,0,0,0,0,0,0,0,213,200,189,192,0,0,794,Yes,197,43,8,8,42,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Bonnie,Cotter,President,bcotter@carondeleths.org,Mrs.,Katherine,Almonte,kalmonte@carondeleths.org
175,-13581899.0583674,4574551.49631195,175,parcels,T,100,A,"1354 BABEL LN, CONCORD, CA 94518",0,Address,,1354 Babel Lane,Concord,CA,94518,196381,Contra Costa,36750447092208,Cedar Life Academy,1354 Babel Lane,Concord,CA,94518,,,,,925-951-3709,mail@cedarlifeacademy.com,,Mt. Diablo Unified,Mrs.,Karen,Taylor,Director,mail@cedarlifeacademy.com,Coeducational,Day Only,1,12,0,23,30,31,32,33,28,31,33,27,34,28,25,11,2,368,Yes,19,231,0,2,0,No,No,No,No,No,Non-religious,,Mrs.,Karen,Taylor,Director,,Ms.,Kristen,Taylor,
176,-13589664.7399976,4571953.53172136,176,streets,M,100,A,"195 BRANDON RD, Pleasant Hill, CA, 94523",,Address,L,195-B Brandon Road,Pleasant Hill,CA,94523,198965,Contra Costa,07617546967624,Christ the King Elementary,195-B Brandon Road,Pleasant Hill,CA,94523,,,,,925-685-1109,dwilson@ctkschool.org,,Mt. Diablo Unified,Mr.,Christopher,Caban,Principal,ccaban@ctkshool.org,Coeducational,Day Only,K,8,36,36,36,35,36,33,34,36,35,0,0,0,0,0,0,317,No,0,14,2,3,16,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Christopher,Caban,Principal,ccaban@ctkschool.org,Mr.,Christopher,Caban,ccaban@ctkschool.org
177,-13589815.6936799,4568435.66486512,177,parcels,T,100,A,"2721 LARKEY LN, WALNUT CREEK, CA 94597",0,Address,,2721 Larkey Lane,Walnut Creek,CA,94597,204945,Contra Costa,07617546906648,Contra Costa Christian Schools,2721 Larkey Lane,Walnut Creek,CA,94597,,,,,925-934-4964,lasher@cccss.org,info@cccss.org,Mt. Diablo Unified,Mr.,Chris,Winters,Head of School,cwinters@cccss.org,Coeducational,Day Only,K,12,21,8,10,13,20,10,20,32,23,13,17,24,14,0,0,225,Yes,0,21,7,3,14,No,Yes,No,No,Yes,Religious,Not affiliate with any denomination,Mr.,David,Sneller,Principal,lasher@cccss.org,Mrs.,Lisa,Asher,lasher@cccss.org
178,-13596061.039606,4563742.11307401,178,streets,M,100,A,"955 RISA RD, Lafayette, CA, 94549",,Address,L,955 Risa Road,Lafayette,CA,94549,213242,Contra Costa,07617136133110,Contra Costa Jewish Day School,955 Risa Road,Lafayette,CA,94549,,,,,925-284-8288,info@ccjds.org,mr.goldfein@ccjds.org,Lafayette Elementary,Ms.,Pamela,Mitchel,Other,businessmanager@ccjds.org,Coeducational,Day Only,K,8,16,16,10,16,12,14,22,17,17,0,0,0,0,0,0,140,No,0,16,11,6,7,No,Yes,No,No,Yes,Religious,Jewish,Mr.,Dean,Goldfein,Principal,mr.goldfein@ccjds.org,Ms.,Rebecca,Murray,info@ccjds.org
179,-13556398.2682718,4580156.76545573,179,streets,M,100,A,"1745 E 18TH ST, Antioch, CA, 94509",,Address,L,1745 East 18th Street,Antioch,CA,94509,194380,Contra Costa,07616487101801,Cornerstone Christian School,1745 East 18th Street,Antioch,CA,94509,,,,,925-779-2010,school@cornerstonechristian.net,,Antioch Unified,Mr.,Larry,Navilhon,Superintendent,lnavilhon@cornerstonechristian.net,Coeducational,Day Only,K,12,40,39,39,43,43,27,43,33,33,31,13,19,24,0,0,427,Yes,9,25,2,1,6,No,Yes,No,No,Yes,Religious,Not affiliate with any denomination,Mr.,Logan,Heyer,Principal,lheyer@cornerstonechristian.net,Mrs.,Rebecca,Leiss,rleiss@cornerstonechristian.net
180,-13616173.9170326,4571594.97514904,180,parcels,T,100,A,"6226 ARLINGTON BLVD, RICHMOND, CA 94805",0,Address,,6226 Arlington Boulevard,Richmond,CA,94805,191392,Contra Costa,07617966972319,Crestmont School,6226 Arlington Boulevard,Richmond,CA,94805,,,,,510-237-4164,info@CrestmontSchool.org,,West Contra Costa Unified,Ms.,Lisa,Raffel,Other,lraffel@crestmontschool.org,Coeducational,Day Only,K,5,12,15,16,12,7,10,0,0,0,0,0,0,0,0,0,72,No,0,4,7,1,8,No,Yes,No,No,Yes,Non-religious,,Ms.,Lisa,Raffel,Director,lraffel@crestmontschool.org,Ms.,Lisa,Raffel,lraffel@crestmontschool.org
181,-13548778.0851123,4569855.72578918,181,parcels,T,100,A,"1265 DAINTY AVE, BRENTWOOD, CA 94513",0,Address,,1265 Dainty Avenue,Brentwood,CA,94513,200215,Contra Costa,07616557032378,Dainty Center/Willow Wood School,1265 Dainty Avenue,Brentwood,CA,94513,,,,,925-634-4539,dcwwsoffice@hotmail.com,,Brentwood Union Elementary,Mrs.,Adrienne,Guinn,Director,,Coeducational,Day Only,K,6,6,5,2,2,2,4,2,0,0,0,0,0,0,0,0,23,No,0,3,0,2,3,No,No,No,No,No,Non-religious,,Mr.,Shawn,Guinn,Director,,Mrs.,Olimpia,Martin,dcwwsoffice@hotmail.com
182,-13584358.2767945,4570212.64316529,182,parcels,T,100,A,"1130 WINTON DR, CONCORD, CA 94518",0,Address,,1130 Winton Drive,Concord,CA,94518,193935,Contra Costa,07617546933394,De La Salle High School of Concord,1130 Winton Drive,Concord,CA,94518,,,,,925-288-8100,silvam@dlshs.org,,Mt. Diablo Unified,Mr.,Mark,DeMarco,President,demarcom@dlshs.org,Boys Only,Day Only,5,12,0,0,0,0,0,16,18,16,16,270,269,253,257,0,0,1115,No,243,70,6,7,46,No,Yes,No,No,Yes,Religious,Roman Catholic,Dr.,Heather,Alumbaugh,Other,alumbaughh@dlshs.org,Mrs.,Linda,Byrne,byrnel@dlshs.org
183,-13583762.1485648,4575768.14001288,183,streets,M,100,A,"2924 CLAYTON RD, Concord, CA, 94519",,Address,L,2924 Clayton Road,Concord,CA,94519,206233,Contra Costa,07617547095326,Diablo Valley,2924 Clayton Road,Concord,CA,94519,,,,,925-676-2982,office@diablovalleyschool.org,,Mt. Diablo Unified,Mr.,Vicente,Lopez,Other,office@diablovalleyschool.org,Coeducational,Day Only,K,12,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,44,Yes,5,5,0,0,0,No,Yes,No,No,Yes,Non-religious,,Ms.,Samantha,Wright,Other,office@diablovalleyschool.org,Ms.,Samantha,Wright,office@diablovalleyschool.org
184,-13577674.5236555,4547314.91103837,184,streets,M,100,A,"1 ANNABEL LN, San Ramon, CA, 94583",,Address,R,1 Annabel Lane,San Ramon,CA,94583,206430,Contra Costa,07618126967632,"Dorris-Eaton School, The",1 Annabel Lane,San Ramon,CA,94583,,,,,925-930-9000,msheppard@dorriseaton.com,,San Ramon Valley Unified,Ms.,Nancee,Watson,Director,nwatson@dorriseaton.com,Coeducational,Day Only,K,8,26,25,13,42,28,37,41,36,29,0,0,0,0,0,0,277,No,0,23,7,5,6,No,No,No,No,No,Non-religious,,Mr.,Gerald,Ludden,Head of School,,Mrs.,Bette,Latta,
185,-13614864.8463525,4574009.54717679,185,parcels,T,100,A,"3800 CLARK RD, EL SOBRANTE, CA 94803",0,Address,,3800 Clark Road,El Sobrante,CA,94803,192959,Contra Costa,07617966918619,East Bay Waldorf School,3800 Clark Road,El Sobrante,CA,94803,,,,,510-222-3297,info@eastbaywaldorf.org,,West Contra Costa Unified,Ms.,Kelly,Chappie,Administrator,kelly@eastbaywaldorf.org,Coeducational,Day Only,K,8,35,17,14,17,19,16,16,11,4,0,0,0,0,0,0,149,No,0,28,9,1,5,No,Yes,No,No,Yes,Non-religious,,Ms.,Kelly,Chappie,Administrator,kelly@eastbaywaldorf.org,Ms.,Mary Ann,Schumann,maryann@eastbaywaldorf.org
186,-13613910.7091858,4576686.46922724,186,parcels,T,100,A,"5100 ARGYLE RD, EL SOBRANTE, CA 94803",0,Address,,5100 Argyle Road,El Sobrante,CA,94803,196359,Contra Costa,07617966972335,El Sobrante Christian School,5100 Argyle Road,El Sobrante,CA,94803,,,,,510-223-2242,www.jwood@escschool.com,,West Contra Costa Unified,Ms.,Jeannine,Manguiat,Principal,jmanguiat@escschool.com,Coeducational,Day Only,K,12,17,30,23,22,24,21,22,26,23,11,10,7,6,0,0,242,No,0,15,1,2,14,No,Yes,No,No,Yes,Religious,Interdenominational,Ms.,Jeannine,Manguiat,Principal,jmanguiat@escschool.com,Mrs.,Jan,Wood,jwood@escschool.com
187,-13547095.8131676,4576238.83102254,187,streets,M,100,A,"5400 MAIN ST, Oakley, CA, 94561",,Address,R,5400 Main Street,Oakley,CA,94561,206871,Contra Costa,07617627090541,Faith Christian School,5400 Main Street,Oakley,CA,94561,,,,,925-437-1140,fcsoakley@gmail.com,,Oakley Union Elementary,Rev.,Joy,Autajay,Administrator,fcsoakley@gmail.com,Coeducational,Day Only,K,12,2,1,2,0,0,1,0,2,0,0,0,0,0,0,0,8,Yes,1,1,0,0,1,No,Yes,No,No,Yes,Religious,Other,Rev.,Joy,Autajay,Principal,fcsoakley@gmail.com,Rev.,Joy,Autajay,fcsoakley@gmail.com
188,-13587504.3932526,4569422.06433513,188,parcels,T,92.87,A,"3003 OAK RD, WALNUT CREEK, CA 94597",0,Address,,"3003 Oak Road, Suite 150",Walnut Creek,CA,94597,213340,Contra Costa,07617546143416,Fusion Academy--Walnut Creek,"3003 Oak Road, Suite 150",Walnut Creek,CA,94597,,,,,866-620-7922,walnutcreek@fusionacademy.com,snantais@fusionacademy.com,Mt. Diablo Unified,Ms.,Lauren,Giusti,Administrator,lgiusti@fusionacademy.com,Coeducational,Day Only,6,12,0,0,0,0,0,0,3,7,7,14,14,13,15,0,0,73,Yes,15,22,4,6,2,No,No,No,No,No,Non-religious,,Ms.,Sarah,Nantais,Head of School,snantais@fusionacademy.com,Ms.,Sarah,Nantais,snantais@fusionacademy.com
189,-13551844.4134368,4573839.41946976,189,parcels,T,100,A,"2401 SHADY WILLOW LN, BRENTWOOD, CA 94513",0,Address,,2401 Shady Willow Lane,Brentwood,CA,94513,198084,Contra Costa,07616557072507,Golden Hills Christian School,2401 Shady Willow Lane,Brentwood,CA,94513,,,,,925-634-0493,office@ghcschool.org,,Brentwood Union Elementary,Rev.,Phil,Hill,Executive Director,office@ghcschool.org,Coeducational,Day Only,K,8,30,31,31,32,31,24,31,10,11,0,0,0,0,0,0,231,No,0,13,3,1,8,No,Yes,No,No,Yes,Religious,Baptist,Mrs.,Kathy,Zamora,Principal,hgeorge@ghcschool.org,Mrs.,Heather,George,hgeorge@ghcschool.org
190,-13612359.8421075,4567244.00746966,190,parcels,T,100,A,"52 ARLINGTON AVE, KENSINGTON, CA 94707",0,Address,,52 Arlington Avenue,Kensington,CA,94707,199053,Contra Costa,07617966142277,Growing Light Montessori School of Kensington,52 Arlington Avenue,Kensington,CA,94707,,,,,510-527-1278,growinglightken@mac.com,,West Contra Costa Unified,Ms.,Surya,Voinar-Fowler,Director,growinglightken@mac.com,Coeducational,Day Only,K,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,No,0,1,2,1,0,No,No,No,No,No,Non-religious,,Ms.,Surya,Voinar-Fowler,Head of School,growinglightken@mac.com,Ms.,Surya,Voinar-Fowler,growinglightken@mac.com
